"Block,""Instancia"",""Rep"",""Algorithm"",""Y"""
"31,116,17,""Alg1"",6377211.61820884"
"31,116,17,""Alg2"",8112008.7683045"
"31,74,18,""Alg1"",2871988.13059174"
"31,74,18,""Alg2"",4627459.02812361"
"31,116,19,""Alg1"",5719838.25475737"
"31,116,19,""Alg2"",9366037.48316197"
"31,116,20,""Alg1"",5010188.30665645"
"31,116,20,""Alg2"",9005935.06297294"
"31,74,21,""Alg1"",2304864.25760539"
"31,74,21,""Alg2"",4353081.21073373"
"31,74,22,""Alg1"",2294501.6909768"
"31,74,22,""Alg2"",4645069.92639206"
"31,116,23,""Alg1"",6464433.56021419"
"31,116,23,""Alg2"",7768013.6405786"
"31,116,24,""Alg1"",5110888.73291446"
"31,116,24,""Alg2"",7669446.61209867"
"31,116,25,""Alg1"",5032207.85289605"
"31,116,25,""Alg2"",8129650.52296062"
"31,74,26,""Alg1"",1951682.01300691"
"31,74,26,""Alg2"",5046215.0915222"
"31,74,27,""Alg1"",2678803.17622332"
"31,74,27,""Alg2"",4187987.81747366"
"31,74,28,""Alg1"",2464870.53903011"
"31,74,28,""Alg2"",3783766.45059005"
"31,74,29,""Alg1"",2708192.69034282"
"31,74,29,""Alg2"",4638653.34585447"
"31,116,30,""Alg1"",4727858.91390527"
"31,116,30,""Alg2"",9433158.67029911"
"32,30,1,""Alg1"",149125.836543687"
"32,30,1,""Alg2"",776293.727643749"
"32,30,2,""Alg1"",128710.09442887"
"32,30,2,""Alg2"",721809.576511416"
"32,30,3,""Alg1"",204759.596185952"
"32,30,3,""Alg2"",631820.973361465"
"32,72,4,""Alg1"",1848758.94611011"
"32,72,4,""Alg2"",4685452.43222915"
"32,30,5,""Alg1"",205620.578963702"
"32,30,5,""Alg2"",825319.785572901"
"32,30,6,""Alg1"",103570.401464248"
"32,30,6,""Alg2"",740464.956175367"
"32,72,7,""Alg1"",2175109.30868682"
"32,72,7,""Alg2"",4751790.83175763"
"32,30,8,""Alg1"",185365.133720845"
"32,30,8,""Alg2"",606814.111678511"
"32,30,9,""Alg1"",228785.590011291"
"32,30,9,""Alg2"",693956.745012876"
"32,72,10,""Alg1"",2249201.85729273"
"32,72,10,""Alg2"",5046804.82564768"
"32,30,11,""Alg1"",127564.511837303"
"32,30,11,""Alg2"",674779.065210018"
"32,72,12,""Alg1"",2006130.80020763"
"32,72,12,""Alg2"",4172514.14088183"
"32,30,13,""Alg1"",135916.445442612"
"32,30,13,""Alg2"",696827.563931569"
"32,72,14,""Alg1"",2071422.93670153"
"32,72,14,""Alg2"",4809862.18409827"
"32,72,15,""Alg1"",2286060.00879966"
"32,72,15,""Alg2"",4553210.09644256"
"32,72,16,""Alg1"",2342580.80052557"
"32,72,16,""Alg2"",4349231.74844346"
"32,72,17,""Alg1"",1697550.54039759"
"32,72,17,""Alg2"",4583065.70132953"
"32,72,18,""Alg1"",1949318.73043314"
"32,72,18,""Alg2"",4106394.73901941"
"32,72,19,""Alg1"",1509939.87413971"
"32,72,19,""Alg2"",3905932.70675039"
"32,72,20,""Alg1"",2095664.8134645"
"32,72,20,""Alg2"",4081897.50771861"
"32,72,21,""Alg1"",1372429.76962638"
"32,72,21,""Alg2"",4892495.17973396"
"32,72,22,""Alg1"",2285036.89075307"
"32,72,22,""Alg2"",4639024.20793869"
"32,72,23,""Alg1"",2240396.98106613"
"32,72,23,""Alg2"",4063243.45939921"
"32,72,24,""Alg1"",1853637.69472671"
"32,72,24,""Alg2"",4569363.02334273"
"32,30,25,""Alg1"",142284.960357805"
"32,30,25,""Alg2"",680636.340564395"
"32,72,26,""Alg1"",2506940.2315443"
"32,72,26,""Alg2"",3929275.41598241"
"32,30,27,""Alg1"",121924.974343319"
"32,30,27,""Alg2"",706669.495048861"
"32,30,28,""Alg1"",161521.322423233"
"32,30,28,""Alg2"",743398.809832061"
"32,30,29,""Alg1"",112874.698323109"
"32,30,29,""Alg2"",629558.869498867"
"32,30,30,""Alg1"",110248.225394684"
"32,30,30,""Alg2"",596034.688735342"
"33,122,1,""Alg1"",6242092.278957"
"33,122,1,""Alg2"",8584299.59727735"
"33,103,2,""Alg1"",4021771.04252671"
"33,103,2,""Alg2"",6250671.9481682"
"33,122,3,""Alg1"",6647409.22552363"
"33,122,3,""Alg2"",9152722.34443423"
"33,122,4,""Alg1"",7049448.32350036"
"33,122,4,""Alg2"",7824848.41475322"
"33,103,5,""Alg1"",3902194.44647122"
"33,103,5,""Alg2"",7374207.13049695"
"33,122,6,""Alg1"",6049473.5960928"
"33,122,6,""Alg2"",9174714.42876776"
"33,122,7,""Alg1"",7158034.7943022"
"33,122,7,""Alg2"",9272522.41643429"
"33,122,8,""Alg1"",6423317.74801411"
"33,122,8,""Alg2"",9019989.78472321"
"33,103,9,""Alg1"",4929937.43478595"
"33,103,9,""Alg2"",6294453.48210528"
"33,103,10,""Alg1"",4048760.64153193"
"33,103,10,""Alg2"",8145246.21947367"
"33,103,11,""Alg1"",5171249.10737239"
"33,103,11,""Alg2"",7034555.25129033"
"33,122,12,""Alg1"",5924010.49468107"
"33,122,12,""Alg2"",7845045.51770144"
"33,122,13,""Alg1"",6446940.86367299"
"33,122,13,""Alg2"",9116327.00164671"
"33,122,14,""Alg1"",5904884.00629639"
"33,122,14,""Alg2"",8232701.76607503"
"33,122,15,""Alg1"",6362226.03585771"
"33,122,15,""Alg2"",8428827.54725461"
"33,103,16,""Alg1"",3632908.0774866"
"33,103,16,""Alg2"",8102725.82396091"
"33,103,17,""Alg1"",4060329.78948441"
"33,103,17,""Alg2"",7620689.46128759"
"33,103,18,""Alg1"",5367761.03408401"
"33,103,18,""Alg2"",6249875.13201333"
"33,122,19,""Alg1"",6108104.70926036"
"33,122,19,""Alg2"",9630811.93976271"
"33,103,20,""Alg1"",4395077.02555764"
"33,103,20,""Alg2"",6938923.43105788"
"33,122,21,""Alg1"",5426730.31492388"
"33,122,21,""Alg2"",9119063.59593909"
"33,103,22,""Alg1"",4194074.58198998"
"33,103,22,""Alg2"",7626824.93688082"
"33,103,23,""Alg1"",4245892.75868629"
"33,103,23,""Alg2"",7854111.35358417"
"33,122,24,""Alg1"",6627379.50954242"
"33,122,24,""Alg2"",8667802.03760048"
"33,122,25,""Alg1"",6151801.67660616"
"33,122,25,""Alg2"",9486987.4367113"
"33,103,26,""Alg1"",4949436.52615674"
"33,103,26,""Alg2"",6150728.0346585"
"33,103,27,""Alg1"",4338123.46357555"
"33,103,27,""Alg2"",7296875.1227975"
"33,103,28,""Alg1"",3768543.53608757"
"33,103,28,""Alg2"",7454881.89998586"
"33,122,29,""Alg1"",7353790.61352116"
"33,122,29,""Alg2"",9087286.30803577"
"33,103,30,""Alg1"",4552133.69185618"
"33,103,30,""Alg2"",6471755.62545594"
"34,21,1,""Alg1"",19132.2855357971"
"34,21,1,""Alg2"",213715.778344583"
"34,21,2,""Alg1"",31659.3627994618"
"34,21,2,""Alg2"",241803.100370282"
"34,2,3,""Alg1"",1.19729128542244e-07"
"34,2,3,""Alg2"",2.4048298510298e-05"
"34,21,4,""Alg1"",13828.7569900527"
"34,21,4,""Alg2"",290479.345000251"
"34,2,5,""Alg1"",8.950145838095e-07"
"34,2,5,""Alg2"",0.000287459613376059"
"34,2,6,""Alg1"",1.7001230917192e-08"
"34,2,6,""Alg2"",0.000926258000256943"
"34,2,7,""Alg1"",2.03696602045425e-09"
"34,2,7,""Alg2"",4.01761077637154e-05"
"34,2,8,""Alg1"",4.65699893783899e-07"
"34,2,8,""Alg2"",0.000972625609223418"
"34,2,9,""Alg1"",1.31224118266417e-07"
"34,2,9,""Alg2"",0.0693978147362995"
"34,21,10,""Alg1"",10482.7479827948"
"34,21,10,""Alg2"",325776.220233301"
"34,21,11,""Alg1"",33792.5237646791"
"34,21,11,""Alg2"",367390.530468891"
"34,2,12,""Alg1"",4.08333015983993e-06"
"34,2,12,""Alg2"",0.000628387697773162"
"34,2,13,""Alg1"",4.0860036244103e-09"
"34,2,13,""Alg2"",0.00199438215964159"
"34,2,14,""Alg1"",6.49920618449478e-09"
"34,2,14,""Alg2"",0.000685476873505124"
"34,2,15,""Alg1"",2.06023213751024e-06"
"34,2,15,""Alg2"",0.000711477194699248"
"34,2,16,""Alg1"",7.16623267829168e-07"
"34,2,16,""Alg2"",0.00137534191178573"
"34,2,17,""Alg1"",2.46210014357234e-07"
"34,2,17,""Alg2"",0.000307935851609247"
"34,21,18,""Alg1"",18505.8551329086"
"34,21,18,""Alg2"",352385.318464452"
"34,2,19,""Alg1"",1.79798884146449e-08"
"34,2,19,""Alg2"",0.00145085384833099"
"34,2,20,""Alg1"",9.99990861397337e-08"
"34,2,20,""Alg2"",0.000965152839593003"
"34,21,21,""Alg1"",20525.9202922751"
"34,21,21,""Alg2"",259693.859130165"
"34,2,22,""Alg1"",3.03328097419736e-09"
"34,2,22,""Alg2"",0.000382120240358325"
"34,2,23,""Alg1"",3.44195774876226e-07"
"34,2,23,""Alg2"",0.00276112710985279"
"34,21,24,""Alg1"",18877.7600901055"
"34,21,24,""Alg2"",218199.788052032"
"34,21,25,""Alg1"",29765.6430642681"
"34,21,25,""Alg2"",369060.164045809"
"34,2,26,""Alg1"",7.14126168547083e-09"
"34,2,26,""Alg2"",0.000420621898573451"
"34,2,27,""Alg1"",3.64442256153918e-08"
"34,2,27,""Alg2"",0.00537662893076338"
"34,2,28,""Alg1"",4.87704890386287e-09"
"34,2,28,""Alg2"",0.00344214298193024"
"34,2,29,""Alg1"",9.24241290874213e-08"
"34,2,29,""Alg2"",0.000226297604887006"
"34,21,30,""Alg1"",9882.8465283123"
"34,21,30,""Alg2"",213002.206057566"
"35,14,1,""Alg1"",1173.22423579993"
"35,14,1,""Alg2"",47522.0683754791"
"35,14,2,""Alg1"",843.742403805564"
"35,14,2,""Alg2"",67646.5765305316"
"35,14,3,""Alg1"",1938.96290030457"
"35,14,3,""Alg2"",42225.6748472536"
"35,80,4,""Alg1"",2794186.96241602"
"35,80,4,""Alg2"",5094603.72541156"
"35,80,5,""Alg1"",2644202.10759426"
"35,80,5,""Alg2"",5167056.63763632"
"35,80,6,""Alg1"",3149631.0670827"
"35,80,6,""Alg2"",5059224.91873318"
"35,14,7,""Alg1"",1032.05325506814"
"35,14,7,""Alg2"",80607.4760736683"
"35,80,8,""Alg1"",2400151.08957923"
"35,80,8,""Alg2"",5610250.00716946"
"35,80,9,""Alg1"",2717721.67921415"
"35,80,9,""Alg2"",5047572.60986165"
"35,80,10,""Alg1"",2590563.18384122"
"35,80,10,""Alg2"",3865549.23613935"
"35,14,11,""Alg1"",1915.03631868616"
"35,14,11,""Alg2"",123453.572629113"
"35,14,12,""Alg1"",1435.96512187092"
"35,14,12,""Alg2"",144687.953179369"
"35,14,13,""Alg1"",530.14527724697"
"35,14,13,""Alg2"",58236.1829729627"
"35,80,14,""Alg1"",2865398.82995598"
"35,80,14,""Alg2"",5549893.09885158"
"35,14,15,""Alg1"",661.669800559948"
"35,14,15,""Alg2"",100714.468044989"
"35,14,16,""Alg1"",949.83961574939"
"35,14,16,""Alg2"",84032.6827133587"
"35,14,17,""Alg1"",3848.28938084998"
"35,14,17,""Alg2"",100355.876065679"
"35,80,18,""Alg1"",2923424.07565228"
"35,80,18,""Alg2"",5715322.22032729"
"35,80,19,""Alg1"",2192114.67201875"
"35,80,19,""Alg2"",5812555.94297156"
"35,80,20,""Alg1"",2883575.10978978"
"35,80,20,""Alg2"",4475878.41194884"
"35,80,21,""Alg1"",2446138.57370147"
"35,80,21,""Alg2"",6029553.28461127"
"35,80,22,""Alg1"",2197631.47051468"
"35,80,22,""Alg2"",4271195.41913781"
"35,80,23,""Alg1"",2952189.47456999"
"35,80,23,""Alg2"",5207006.61872433"
"35,14,24,""Alg1"",2462.30089141465"
"35,14,24,""Alg2"",102333.965813398"
"35,80,25,""Alg1"",2776526.41097315"
"35,80,25,""Alg2"",5149592.86260682"
"35,14,26,""Alg1"",1263.35290351222"
"35,14,26,""Alg2"",112787.184060684"
"35,14,27,""Alg1"",1727.09585460104"
"35,14,27,""Alg2"",143926.758492311"
"35,80,28,""Alg1"",2513147.25267378"
"35,80,28,""Alg2"",5235066.77101562"
"35,14,29,""Alg1"",1255.91236025361"
"35,14,29,""Alg2"",109029.587356778"
"35,80,30,""Alg1"",2489994.69928327"
"35,80,30,""Alg2"",5221255.757645"
"36,106,1,""Alg1"",4586800.50416978"
"36,106,1,""Alg2"",8381252.18964334"
"36,106,2,""Alg1"",6153876.03518801"
"36,106,2,""Alg2"",7264512.71164274"
"36,106,3,""Alg1"",3819323.80724032"
"36,106,3,""Alg2"",6400039.36672098"
"36,106,4,""Alg1"",4759698.88832314"
"36,106,4,""Alg2"",6319064.23183864"
"36,127,5,""Alg1"",5903244.30712231"
"36,127,5,""Alg2"",9327555.70699349"
"36,127,6,""Alg1"",6194208.87909439"
"36,127,6,""Alg2"",9355036.56931913"
"36,106,7,""Alg1"",4749349.28407624"
"36,106,7,""Alg2"",7380755.83924819"
"36,127,8,""Alg1"",7070157.96285334"
"36,127,8,""Alg2"",9432744.41839206"
"36,106,9,""Alg1"",4704965.11522041"
"36,106,9,""Alg2"",7486652.25836089"
"36,106,10,""Alg1"",5179812.96255061"
"36,106,10,""Alg2"",8244491.34643015"
"36,127,11,""Alg1"",7100981.86000041"
"36,127,11,""Alg2"",9562840.67321765"
"36,106,12,""Alg1"",4873556.73148667"
"36,106,12,""Alg2"",6904446.00606887"
"36,127,13,""Alg1"",6686291.56676394"
"36,127,13,""Alg2"",9771814.45289446"
"36,127,14,""Alg1"",7707542.22186232"
"36,127,14,""Alg2"",9796884.36382847"
"36,106,15,""Alg1"",3886570.34130435"
"36,106,15,""Alg2"",6733295.31066071"
"36,127,16,""Alg1"",7080055.35306191"
"36,127,16,""Alg2"",9494051.72860664"
"36,106,17,""Alg1"",3787614.91055744"
"36,106,17,""Alg2"",7754652.90394193"
"36,127,18,""Alg1"",7038001.18736171"
"36,127,18,""Alg2"",9232987.59127839"
"36,106,19,""Alg1"",4163797.62870902"
"36,106,19,""Alg2"",8085844.94826292"
"36,106,20,""Alg1"",5014647.57158935"
"36,106,20,""Alg2"",7415768.46682915"
"36,106,21,""Alg1"",4699111.03801693"
"36,106,21,""Alg2"",5009521.23035059"
"36,106,22,""Alg1"",5160931.14369444"
"36,106,22,""Alg2"",7665758.23845353"
"36,106,23,""Alg1"",4936547.80379358"
"36,106,23,""Alg2"",7063973.88350215"
"36,127,24,""Alg1"",7574887.04355015"
"36,127,24,""Alg2"",10188615.1810621"
"36,127,25,""Alg1"",8128582.53731399"
"36,127,25,""Alg2"",8961278.6401929"
"36,127,26,""Alg1"",5587257.46011918"
"36,127,26,""Alg2"",9794902.48304946"
"36,127,27,""Alg1"",7047569.5854164"
"36,127,27,""Alg2"",9587861.75585828"
"36,106,28,""Alg1"",4977715.66862898"
"36,106,28,""Alg2"",6810600.02874467"
"36,106,29,""Alg1"",5116118.81196262"
"36,106,29,""Alg2"",6128908.07346879"
"36,106,30,""Alg1"",5146726.31106309"
"36,106,30,""Alg2"",7613405.57995604"
"37,108,1,""Alg1"",4199425.22401"
"37,108,1,""Alg2"",6735297.61590655"
"37,108,2,""Alg1"",5300254.26437083"
"37,108,2,""Alg2"",7134514.31303228"
"37,36,3,""Alg1"",357287.477635937"
"37,36,3,""Alg2"",751743.749523813"
"37,108,4,""Alg1"",5118369.0312403"
"37,108,4,""Alg2"",8150068.50826507"
"37,108,5,""Alg1"",4744421.62655572"
"37,108,5,""Alg2"",8190284.85383218"
"37,36,6,""Alg1"",296011.699895233"
"37,36,6,""Alg2"",1023614.72534256"
"37,108,7,""Alg1"",5756092.29342907"
"37,108,7,""Alg2"",7022585.89127582"
"37,108,8,""Alg1"",4956901.3265069"
"37,108,8,""Alg2"",7901455.3739802"
"37,36,9,""Alg1"",361555.272178209"
"37,36,9,""Alg2"",921235.744801889"
"37,108,10,""Alg1"",5642854.67561984"
"37,108,10,""Alg2"",6685713.00817547"
"37,36,11,""Alg1"",125223.044169919"
"37,36,11,""Alg2"",979119.119635482"
"37,108,12,""Alg1"",5053458.98981373"
"37,108,12,""Alg2"",8105654.19499958"
"37,36,13,""Alg1"",250885.352802154"
"37,36,13,""Alg2"",867829.108701798"
"37,36,14,""Alg1"",267119.245900789"
"37,36,14,""Alg2"",1024599.69388856"
"37,36,15,""Alg1"",328351.740982713"
"37,36,15,""Alg2"",911571.477636443"
"37,108,16,""Alg1"",4150306.47938312"
"37,108,16,""Alg2"",7769631.85939806"
"37,108,17,""Alg1"",5149677.09771615"
"37,108,17,""Alg2"",6463061.33994095"
"37,36,18,""Alg1"",330754.718703731"
"37,36,18,""Alg2"",776419.870596868"
"37,36,19,""Alg1"",284293.421185123"
"37,36,19,""Alg2"",1090219.37612778"
"37,108,20,""Alg1"",5177292.04502978"
"37,108,20,""Alg2"",7900171.470613"
"37,108,21,""Alg1"",5886659.20373079"
"37,108,21,""Alg2"",7547262.83030785"
"37,108,22,""Alg1"",5345180.88766065"
"37,108,22,""Alg2"",8015190.72965656"
"37,108,23,""Alg1"",5043642.13593398"
"37,108,23,""Alg2"",6990143.97653214"
"37,108,24,""Alg1"",4881095.88837048"
"37,108,24,""Alg2"",7830594.86328983"
"37,108,25,""Alg1"",5237659.87948129"
"37,108,25,""Alg2"",8472656.98604102"
"37,36,26,""Alg1"",214343.945184732"
"37,36,26,""Alg2"",1005159.15229405"
"37,108,27,""Alg1"",4859029.06292776"
"37,108,27,""Alg2"",6615977.62927718"
"37,108,28,""Alg1"",5695653.24217777"
"37,108,28,""Alg2"",5980496.5320739"
"37,108,29,""Alg1"",5116229.90692395"
"37,108,29,""Alg2"",8029736.36189538"
"37,36,30,""Alg1"",345249.87271279"
"37,36,30,""Alg2"",967243.956650632"
"38,16,1,""Alg1"",4629.10270162839"
"38,16,1,""Alg2"",145284.37327629"
"38,16,2,""Alg1"",5783.62535745169"
"38,16,2,""Alg2"",157658.139631168"
"38,15,3,""Alg1"",2744.42011460566"
"38,15,3,""Alg2"",90202.2385300564"
"38,16,4,""Alg1"",1464.78973413182"
"38,16,4,""Alg2"",194616.106268657"
"38,16,5,""Alg1"",5920.69708928809"
"38,16,5,""Alg2"",135838.439285754"
"38,16,6,""Alg1"",9196.00586612362"
"38,16,6,""Alg2"",146124.000352736"
"38,16,7,""Alg1"",3953.3701730274"
"38,16,7,""Alg2"",185087.293279045"
"38,16,8,""Alg1"",5255.94174906594"
"38,16,8,""Alg2"",192056.13550099"
"38,15,9,""Alg1"",2737.79864690866"
"38,15,9,""Alg2"",129377.1703195"
"38,16,10,""Alg1"",7251.36457141971"
"38,16,10,""Alg2"",167396.258116446"
"38,15,11,""Alg1"",4527.31776754785"
"38,15,11,""Alg2"",141792.025573186"
"38,15,12,""Alg1"",2260.986991312"
"38,15,12,""Alg2"",130173.401901583"
"38,16,13,""Alg1"",6510.06806752234"
"38,16,13,""Alg2"",192243.188736209"
"38,16,14,""Alg1"",2718.75889193289"
"38,16,14,""Alg2"",167455.863335339"
"38,16,15,""Alg1"",5413.72771918425"
"38,16,15,""Alg2"",183555.247348039"
"38,16,16,""Alg1"",4229.82104704925"
"38,16,16,""Alg2"",111605.74931495"
"38,16,17,""Alg1"",5452.27505866117"
"38,16,17,""Alg2"",164808.263591411"
"38,16,18,""Alg1"",1310.99287580065"
"38,16,18,""Alg2"",207872.331655987"
"38,15,19,""Alg1"",1948.25859786679"
"38,15,19,""Alg2"",129763.168082962"
"38,15,20,""Alg1"",3924.19390457307"
"38,15,20,""Alg2"",151103.789085651"
"38,15,21,""Alg1"",613.796895335972"
"38,15,21,""Alg2"",109501.358034714"
"38,15,22,""Alg1"",3094.36864378509"
"38,15,22,""Alg2"",119135.965172933"
"38,15,23,""Alg1"",5402.00479053251"
"38,15,23,""Alg2"",132289.276400721"
"38,16,24,""Alg1"",1367.97607758448"
"38,16,24,""Alg2"",102594.526248929"
"38,16,25,""Alg1"",9769.48160192095"
"38,16,25,""Alg2"",160131.544787082"
"38,15,26,""Alg1"",3987.30540843853"
"38,15,26,""Alg2"",118250.353903254"
"38,15,27,""Alg1"",2702.30335139404"
"38,15,27,""Alg2"",140107.711432575"
"38,15,28,""Alg1"",1157.44029799509"
"38,15,28,""Alg2"",132596.283246384"
"38,15,29,""Alg1"",2141.42184451574"
"38,15,29,""Alg2"",114268.81444298"
"38,15,30,""Alg1"",1989.32402830358"
"38,15,30,""Alg2"",61054.3033141965"
"39,34,1,""Alg1"",244137.267359192"
"39,34,1,""Alg2"",807381.440771906"
"39,34,2,""Alg1"",266804.699444803"
"39,34,2,""Alg2"",813478.638552629"
"39,78,3,""Alg1"",2250864.61511012"
"39,78,3,""Alg2"",3149189.14946838"
"39,78,4,""Alg1"",3551471.29096735"
"39,78,4,""Alg2"",5217999.03860387"
"39,34,5,""Alg1"",172675.232156874"
"39,34,5,""Alg2"",964285.956290443"
"39,78,6,""Alg1"",2214226.63938826"
"39,78,6,""Alg2"",4999791.12127697"
"39,78,7,""Alg1"",2629285.39852096"
"39,78,7,""Alg2"",4163851.08587682"
"39,78,8,""Alg1"",3035405.77400366"
"39,78,8,""Alg2"",5036843.53724229"
"39,34,9,""Alg1"",163661.007733637"
"39,34,9,""Alg2"",807602.993070184"
"39,78,10,""Alg1"",2903810.95599557"
"39,78,10,""Alg2"",4453136.56486416"
"39,34,11,""Alg1"",177639.524979805"
"39,34,11,""Alg2"",897616.237864127"
"39,34,12,""Alg1"",309020.846927432"
"39,34,12,""Alg2"",801655.070808326"
"39,78,13,""Alg1"",3012270.78785052"
"39,78,13,""Alg2"",4925871.38647938"
"39,34,14,""Alg1"",237767.331295351"
"39,34,14,""Alg2"",788986.992904854"
"39,34,15,""Alg1"",197094.56818406"
"39,34,15,""Alg2"",1038635.04015669"
"39,34,16,""Alg1"",368514.160015167"
"39,34,16,""Alg2"",947555.693294511"
"39,78,17,""Alg1"",2979315.91962545"
"39,78,17,""Alg2"",4668647.40293019"
"39,78,18,""Alg1"",2665113.81349651"
"39,78,18,""Alg2"",4871993.2367899"
"39,78,19,""Alg1"",2344944.19464249"
"39,78,19,""Alg2"",5208595.43348311"
"39,78,20,""Alg1"",2598370.50306805"
"39,78,20,""Alg2"",5260099.59339081"
"39,34,21,""Alg1"",173197.625349821"
"39,34,21,""Alg2"",730198.871680896"
"39,34,22,""Alg1"",239509.049130984"
"39,34,22,""Alg2"",907465.309908884"
"39,34,23,""Alg1"",271086.285177998"
"39,34,23,""Alg2"",850550.97364108"
"39,78,24,""Alg1"",2543122.54250696"
"39,78,24,""Alg2"",3952178.96619175"
"39,34,25,""Alg1"",241686.339272032"
"39,34,25,""Alg2"",980831.372061406"
"39,34,26,""Alg1"",236883.970027195"
"39,34,26,""Alg2"",948318.427126515"
"39,78,27,""Alg1"",2468206.11579267"
"39,78,27,""Alg2"",4340128.60174658"
"39,34,28,""Alg1"",199514.553190688"
"39,34,28,""Alg2"",599466.630627026"
"39,78,29,""Alg1"",2699920.30088159"
"39,78,29,""Alg2"",4997351.78388894"
"39,34,30,""Alg1"",305924.234065597"
"39,34,30,""Alg2"",921138.889399867"
"40,24,1,""Alg1"",54049.6705355474"
"40,24,1,""Alg2"",487687.540305312"
"40,24,2,""Alg1"",46907.5604621863"
"40,24,2,""Alg2"",458656.833700494"
"40,24,3,""Alg1"",51063.8741976126"
"40,24,3,""Alg2"",412897.43005441"
"40,81,4,""Alg1"",3166132.12568899"
"40,81,4,""Alg2"",4871899.87171586"
"40,24,5,""Alg1"",62094.8330062307"
"40,24,5,""Alg2"",453514.425406378"
"40,81,6,""Alg1"",2979668.5338863"
"40,81,6,""Alg2"",4944658.02716911"
"40,81,7,""Alg1"",2852305.08618551"
"40,81,7,""Alg2"",4764697.90717929"
"40,24,8,""Alg1"",56944.1868554605"
"40,24,8,""Alg2"",428317.263019463"
"40,24,9,""Alg1"",60292.8390002164"
"40,24,9,""Alg2"",435413.116168393"
"40,81,10,""Alg1"",2161766.77641289"
"40,81,10,""Alg2"",5559385.06451256"
"40,81,11,""Alg1"",3098389.16683552"
"40,81,11,""Alg2"",5373741.30322823"
"40,24,12,""Alg1"",56832.1854672358"
"40,24,12,""Alg2"",443791.353401044"
"40,24,13,""Alg1"",27323.8248430408"
"40,24,13,""Alg2"",450035.732735222"
"40,81,14,""Alg1"",1874412.90962366"
"40,81,14,""Alg2"",5097331.59055509"
"40,81,15,""Alg1"",2172785.92873039"
"40,81,15,""Alg2"",5529730.77434128"
"40,24,16,""Alg1"",37524.9401189401"
"40,24,16,""Alg2"",471093.402288032"
"40,24,17,""Alg1"",86527.0447809492"
"40,24,17,""Alg2"",384639.621526744"
"40,24,18,""Alg1"",24957.5366502968"
"40,24,18,""Alg2"",499965.410486096"
"40,81,19,""Alg1"",3143286.80923445"
"40,81,19,""Alg2"",4723870.85179892"
"40,24,20,""Alg1"",43125.295342362"
"40,24,20,""Alg2"",493829.015755335"
"40,81,21,""Alg1"",1980633.57627273"
"40,81,21,""Alg2"",4647765.36292474"
"40,24,22,""Alg1"",81802.6565941697"
"40,24,22,""Alg2"",469559.23412635"
"40,24,23,""Alg1"",27849.0272250295"
"40,24,23,""Alg2"",411606.339548008"
"40,81,24,""Alg1"",2416613.26706832"
"40,81,24,""Alg2"",5456725.05580524"
"40,81,25,""Alg1"",2803978.80347371"
"40,81,25,""Alg2"",3237059.19516478"
"40,81,26,""Alg1"",3136300.81575911"
"40,81,26,""Alg2"",4875140.63765386"
"40,24,27,""Alg1"",76866.4267781147"
"40,24,27,""Alg2"",392015.780342796"
"40,24,28,""Alg1"",25141.3730573122"
"40,24,28,""Alg2"",369102.199410864"
"40,81,29,""Alg1"",2328387.61195428"
"40,81,29,""Alg2"",4628419.32731774"
"40,24,30,""Alg1"",62569.1986604716"
"40,24,30,""Alg2"",449435.129123806"
"41,142,1,""Alg1"",8054341.69310722"
"41,142,1,""Alg2"",10855080.1564934"
"41,142,2,""Alg1"",7928707.47312559"
"41,142,2,""Alg2"",10980368.7231954"
"41,142,3,""Alg1"",7874948.1528943"
"41,142,3,""Alg2"",10641488.8616224"
"41,32,4,""Alg1"",166003.593187456"
"41,32,4,""Alg2"",735136.106282531"
"41,142,5,""Alg1"",8243404.40698816"
"41,142,5,""Alg2"",10320013.8043476"
"41,32,6,""Alg1"",156071.754769295"
"41,32,6,""Alg2"",852569.551716012"
"41,142,7,""Alg1"",9086575.42613756"
"41,142,7,""Alg2"",10721531.5576573"
"41,142,8,""Alg1"",7129444.04886789"
"41,142,8,""Alg2"",11464328.292597"
"41,32,9,""Alg1"",215169.502198829"
"41,32,9,""Alg2"",609725.620214595"
"41,142,10,""Alg1"",9865698.74847879"
"41,142,10,""Alg2"",11403630.0450589"
"41,32,11,""Alg1"",229666.409882145"
"41,32,11,""Alg2"",687049.030812607"
"41,32,12,""Alg1"",182848.801726663"
"41,32,12,""Alg2"",859418.350911913"
"41,32,13,""Alg1"",157458.11200371"
"41,32,13,""Alg2"",664919.102298835"
"41,142,14,""Alg1"",8614012.19407978"
"41,142,14,""Alg2"",10233929.8348458"
"41,142,15,""Alg1"",7627417.51467976"
"41,142,15,""Alg2"",9088397.11280981"
"41,32,16,""Alg1"",321781.218303393"
"41,32,16,""Alg2"",630898.819043829"
"41,142,17,""Alg1"",9092318.1283783"
"41,142,17,""Alg2"",10605881.5834314"
"41,142,18,""Alg1"",8712674.24190785"
"41,142,18,""Alg2"",9738610.81435761"
"41,32,19,""Alg1"",164564.244814024"
"41,32,19,""Alg2"",762690.560208812"
"41,142,20,""Alg1"",9185983.92772039"
"41,142,20,""Alg2"",11364588.5508772"
"41,142,21,""Alg1"",8015645.71810219"
"41,142,21,""Alg2"",10680551.9695966"
"41,32,22,""Alg1"",98962.3114672241"
