DIM_key,DIM,BAL_key,BAL,LIN_key,LIN,NOISE_key,NOISE,NUM_SAMPLES,SEED_run,Run,AUC_LR,AUC_SVM,AUC_RF,AUC_XGB
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,142,20,0.6609709579186666,0.6457504510164018,0.6519113435909564,0.6711714761538183
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,143,21,0.6289196887357249,0.6780345318274363,0.6678415029651894,0.6524350852275854
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,144,22,0.6925746274556519,0.6932229711651836,0.7037659185293673,0.692038867836404
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,145,23,0.6207351161796163,0.6334785115516961,0.6271031270671004,0.6147242186277497
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,146,24,0.6760093167701864,0.6752893845285151,0.6776962168266516,0.692490118577075
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,147,25,0.6047745705896046,0.6448656036156624,0.6306512336035979,0.62495333167089
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,148,26,0.6985386567730678,0.6739879523684056,0.6750439081249441,0.6751474290921521
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,149,27,0.6929085934082317,0.6936181436481175,0.6783463093823913,0.6678443316693685
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,150,28,0.6882843345887506,0.6573417292941253,0.6907452998336181,0.6833447536908231
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,151,29,0.62949657246865,0.625712749234715,0.6492508539280691,0.6411187935089646
Baixa,5,Com,0.9,Sim,True,Sim,0.3,2000,152,30,0.6653164895445167,0.660944194317237,0.6517749293565251,0.6204185797560026
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,123,1,0.9824948001752019,0.9456640563960509,0.9965507833771337,0.9951912333972583
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,124,2,0.9961886556810379,0.9973477667684731,0.9925255167270401,0.9963493944882449
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,125,3,0.968005978170798,0.9687414056396051,0.9831782723086393,0.9719525889622844
Baixa,5,Com,0.9,Sim,True,Nao,0.0,2000,126,4,0.9984444444444444,0.999943177782513,0.9958810669555129,0.9972262500887847
